neutral,happy,sad,surprise,anger,0.4431224,0.4431224,0.4431224,0.4431224,0.4431224
0.0072663636,0.0072663636,0.0072663636,0.0072663636,0.0072663636
0.4173167,0.4173167,0.4173167,0.4173167,0.4173167
0.012543261,0.012543261,0.012543261,0.012543261,0.012543261
0.11975129,0.11975129,0.11975129,0.11975129,0.11975129
0.5042056,0.5042056,0.5042056,0.5042056,0.5042056
0.014658268,0.014658268,0.014658268,0.014658268,0.014658268
0.36037487,0.36037487,0.36037487,0.36037487,0.36037487
0.016722236,0.016722236,0.016722236,0.016722236,0.016722236
0.10403906,0.10403906,0.10403906,0.10403906,0.10403906
0.48674527,0.48674527,0.48674527,0.48674527,0.48674527
0.015655419,0.015655419,0.015655419,0.015655419,0.015655419
0.40363243,0.40363243,0.40363243,0.40363243,0.40363243
0.014904397,0.014904397,0.014904397,0.014904397,0.014904397
0.07906251,0.07906251,0.07906251,0.07906251,0.07906251
0.4661903,0.4661903,0.4661903,0.4661903,0.4661903
0.010896734,0.010896734,0.010896734,0.010896734,0.010896734
0.39569682,0.39569682,0.39569682,0.39569682,0.39569682
0.008478842,0.008478842,0.008478842,0.008478842,0.008478842
0.11873723,0.11873723,0.11873723,0.11873723,0.11873723
0.4961367,0.4961367,0.4961367,0.4961367,0.4961367
0.012134663,0.012134663,0.012134663,0.012134663,0.012134663
0.34733585,0.34733585,0.34733585,0.34733585,0.34733585
0.010056976,0.010056976,0.010056976,0.010056976,0.010056976
0.1343358,0.1343358,0.1343358,0.1343358,0.1343358
0.50082,0.50082,0.50082,0.50082,0.50082
0.017061966,0.017061966,0.017061966,0.017061966,0.017061966
0.3471404,0.3471404,0.3471404,0.3471404,0.3471404
0.01582529,0.01582529,0.01582529,0.01582529,0.01582529
0.119152375,0.119152375,0.119152375,0.119152375,0.119152375
0.47130555,0.47130555,0.47130555,0.47130555,0.47130555
0.011042264,0.011042264,0.011042264,0.011042264,0.011042264
0.37435216,0.37435216,0.37435216,0.37435216,0.37435216
0.010894115,0.010894115,0.010894115,0.010894115,0.010894115
0.13240597,0.13240597,0.13240597,0.13240597,0.13240597
0.48323596,0.48323596,0.48323596,0.48323596,0.48323596
0.013733106,0.013733106,0.013733106,0.013733106,0.013733106
0.39226547,0.39226547,0.39226547,0.39226547,0.39226547
0.010054363,0.010054363,0.010054363,0.010054363,0.010054363
0.10071118,0.10071118,0.10071118,0.10071118,0.10071118
0.5433349,0.5433349,0.5433349,0.5433349,0.5433349
0.019381462,0.019381462,0.019381462,0.019381462,0.019381462
